,rr,rr_10,rr_20,rr_30,rr_40,rr_50,rr_60,rr_70,rr_80,rr_90
5402,20.6,20.6,20.6,20.6,20.6,,,,,
5403,20.6,20.6,20.6,20.6,,20.6,,20.6,,
5404,20.6,20.6,20.6,20.6,,20.6,,,,
5405,20.6,20.6,20.6,20.6,20.6,20.6,20.6,20.6,,
5406,20.6,20.6,20.6,20.6,20.6,,,,,
5407,20.6,20.6,20.6,20.6,20.6,20.6,,,20.6,
5408,20.6,20.6,20.6,20.6,,20.6,20.6,,,
5409,20.6,20.6,20.6,20.6,,,,,,
5410,20.6,20.6,20.6,20.6,20.6,,20.6,,20.6,
5411,20.6,20.6,20.6,20.6,,,20.6,,,20.6
5412,20.6,20.6,20.6,20.6,,,20.6,,,
5413,20.6,20.6,20.6,,20.6,20.6,,20.6,,20.6
5414,20.6,20.6,20.6,20.6,20.6,,20.6,,,
5415,20.6,20.6,20.6,20.6,,20.6,,,,
5416,20.6,20.6,20.6,20.6,20.6,,20.6,20.6,,
5417,20.6,20.6,20.6,20.6,20.6,,,20.6,,
5418,20.6,20.6,20.6,20.6,20.6,20.6,,,,
5419,20.6,20.6,20.6,20.6,,20.6,20.6,20.6,20.6,
5420,0.0,0.0,0.0,,0.0,0.0,,,,
5421,0.2,0.2,,0.2,0.2,0.2,,,,
5422,0.4,0.4,,0.4,0.4,0.4,,,,
5423,0.8,0.8,0.8,0.8,0.8,0.8,,,,
5424,0.8,,,0.8,,,,0.8,,
5425,0.8,0.8,0.8,,,,,0.8,0.8,
5426,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,
5427,0.8,0.8,0.8,0.8,0.8,0.8,,0.8,,
5428,0.8,,,,,0.8,,,,
5429,0.8,0.8,,,0.8,,,,,
5430,0.8,0.8,0.8,,0.8,,,,0.8,
5431,0.8,0.8,0.8,0.8,0.8,,,,,
5432,0.8,0.8,0.8,0.8,,,,,,
5433,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,
5434,0.8,0.8,0.8,0.8,,0.8,,,,
5435,0.8,0.8,0.8,,,0.8,,,,
5436,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,0.8,
5437,0.8,0.8,0.8,0.8,,0.8,0.8,0.8,,
5438,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,
5439,0.8,0.8,0.8,0.8,,0.8,0.8,,,
5440,0.8,,,,,0.8,,,,
5441,0.8,0.8,,0.8,0.8,0.8,,0.8,,
5442,0.8,,,,0.8,,,0.8,0.8,
5443,0.8,0.8,0.8,,0.8,0.8,0.8,,0.8,
5444,0.8,0.8,0.8,,0.8,0.8,,,0.8,0.8
5445,0.8,0.8,0.8,,0.8,,,,,0.8
5446,0.8,0.8,0.8,0.8,0.8,,,0.8,,0.8
5447,0.8,0.8,0.8,,0.8,,0.8,,,
5448,0.8,0.8,0.8,0.8,0.8,0.8,,,0.8,
5449,0.8,0.8,0.8,0.8,0.8,0.8,,,,
5450,0.8,0.8,0.8,0.8,,0.8,0.8,,,
5451,0.8,0.8,0.8,0.8,0.8,,0.8,,,
5452,0.8,,,0.8,,,0.8,,0.8,
5453,0.8,,,0.8,,,0.8,,,
5454,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,
5455,0.8,0.8,0.8,,,,,0.8,,
5456,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,
5457,0.8,0.8,0.8,0.8,0.8,,,,,
5458,0.8,0.8,0.8,,0.8,,0.8,0.8,,
5459,0.8,0.8,0.8,,0.8,0.8,0.8,,,
5460,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,
5461,0.8,0.8,0.8,0.8,0.8,0.8,,0.8,,
5462,0.8,0.8,0.8,,0.8,0.8,,,,
5463,0.8,0.8,,0.8,,,,,0.8,
5464,0.8,0.8,0.8,0.8,,,0.8,0.8,0.8,
5465,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,
5466,0.8,0.8,0.8,,0.8,0.8,,0.8,,
5467,0.8,,,0.8,0.8,0.8,0.8,,,
5468,0.8,,,0.8,0.8,,0.8,,,
5469,0.8,,,,,,0.8,,,
5470,0.8,0.8,0.8,0.8,0.8,,,0.8,,
5471,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,
5472,0.8,0.8,0.8,,0.8,0.8,0.8,,0.8,
5473,0.8,0.8,,0.8,,0.8,0.8,,0.8,
5474,0.8,0.8,0.8,,0.8,0.8,,,,
5475,0.8,0.8,0.8,0.8,0.8,,0.8,,,
5476,0.8,0.8,,0.8,0.8,,,,0.8,
5477,0.8,0.8,0.8,,0.8,,,0.8,0.8,
5478,0.8,0.8,,0.8,,,,,,
5479,0.8,0.8,0.8,,0.8,0.8,,,0.8,
5480,0.8,0.8,0.8,0.8,,0.8,0.8,,0.8,
5481,0.8,0.8,0.8,0.8,,,,,0.8,
5482,0.8,0.8,0.8,0.8,,0.8,0.8,0.8,0.8,
5483,0.8,0.8,0.8,0.8,,0.8,,,,
5484,0.8,0.8,0.8,0.8,,,0.8,0.8,0.8,
5485,0.8,0.8,0.8,0.8,0.8,0.8,,,,
5486,0.8,0.8,0.8,0.8,0.8,0.8,0.8,,,
5487,0.8,0.8,0.8,0.8,0.8,,,,0.8,
5488,0.8,0.8,0.8,0.8,0.8,0.8,,,,
5489,0.8,0.8,0.8,0.8,,0.8,,0.8,,
5490,0.8,0.8,0.8,0.8,,0.8,,0.8,,
5491,0.8,0.8,0.8,0.8,0.8,,0.8,,,
5492,1.2,1.2,,,1.2,,1.2,,,
5493,3.2,3.2,3.2,3.2,,3.2,,3.2,,3.2
5494,4.4,4.4,4.4,4.4,4.4,4.4,,,4.4,
5495,4.4,4.4,4.4,,,,4.4,,,
5496,4.4,4.4,4.4,4.4,,4.4,,4.4,,
5497,4.6,4.6,4.6,,4.6,,,,,
5498,4.6,4.6,4.6,,,,4.6,,,
5499,4.6,4.6,4.6,4.6,,,4.6,,,
5500,4.6,,,,,,4.6,4.6,4.6,
5501,4.6,4.6,4.6,,,,,,4.6,
5502,4.6,4.6,,,4.6,,,4.6,,
5503,4.6,4.6,4.6,,,4.6,4.6,,,
5504,4.6,,,4.6,,,,,,
5505,4.6,4.6,4.6,4.6,4.6,4.6,,,,
5506,4.6,4.6,4.6,,4.6,,4.6,4.6,,
5507,4.6,4.6,4.6,4.6,,,,4.6,,
5508,4.6,4.6,,4.6,4.6,4.6,4.6,,4.6,
5509,4.6,4.6,4.6,,,,4.6,,,
5510,4.6,4.6,,4.6,,,4.6,4.6,4.6,
5511,4.8,4.8,4.8,4.8,4.8,4.8,4.8,,,
5512,4.8,4.8,,,4.8,4.8,4.8,4.8,,
5513,4.8,4.8,,4.8,4.8,,4.8,4.8,,
5514,4.8,4.8,4.8,4.8,,4.8,4.8,4.8,,
5515,4.8,,,4.8,,4.8,4.8,,,4.8
5516,4.8,4.8,4.8,4.8,4.8,4.8,,4.8,,4.8
5517,4.8,4.8,4.8,4.8,4.8,4.8,4.8,,4.8,
5518,4.8,4.8,4.8,,,4.8,,4.8,,
5519,4.8,4.8,4.8,4.8,4.8,,4.8,4.8,,
5520,4.8,4.8,4.8,4.8,,,,,,
5521,4.8,4.8,4.8,4.8,4.8,4.8,,,4.8,
5522,4.8,4.8,,4.8,4.8,,4.8,,,4.8
5523,4.8,4.8,,,,,,,,
5524,4.8,4.8,4.8,4.8,4.8,,,,,
5525,4.8,4.8,4.8,4.8,4.8,,4.8,,4.8,
5526,5.6,5.6,5.6,,,,5.6,5.6,,
5527,5.8,5.8,5.8,5.8,5.8,5.8,,,,
5528,6.2,,,,6.2,,,,,
5529,6.4,,,6.4,6.4,6.4,,,,
5530,6.4,6.4,6.4,,6.4,,,6.4,6.4,
5531,6.4,,,6.4,6.4,6.4,6.4,6.4,,
5532,6.4,6.4,6.4,6.4,,,,,,
5533,6.4,6.4,,6.4,6.4,6.4,,,6.4,
5534,6.4,6.4,6.4,,6.4,,,,,
5535,6.4,6.4,6.4,6.4,6.4,,6.4,6.4,,
5536,6.4,6.4,6.4,,,6.4,6.4,6.4,,
5537,6.4,6.4,6.4,6.4,6.4,,,6.4,6.4,
5538,6.4,6.4,6.4,6.4,,,,,,
5539,6.4,6.4,6.4,6.4,6.4,6.4,6.4,,,6.4
5540,6.4,6.4,6.4,6.4,6.4,6.4,,,,
5541,6.4,6.4,6.4,,,,,,,
5542,6.4,6.4,6.4,,,6.4,6.4,,,
5543,6.4,6.4,6.4,6.4,6.4,,6.4,,,
5544,6.4,6.4,6.4,6.4,,6.4,,,6.4,
5545,6.4,6.4,6.4,6.4,6.4,,,,,
5546,6.4,6.4,6.4,,6.4,,6.4,,6.4,
5547,6.4,6.4,6.4,6.4,,,6.4,6.4,,
5548,6.4,6.4,6.4,6.4,6.4,6.4,,,,
5549,6.4,6.4,6.4,,,6.4,6.4,,,
5550,6.4,6.4,,6.4,,,,6.4,,
5551,6.4,6.4,6.4,6.4,6.4,,6.4,6.4,,
5552,6.4,6.4,6.4,6.4,,,,6.4,,
5553,6.4,6.4,6.4,6.4,6.4,6.4,6.4,,,
5554,6.4,6.4,6.4,,,6.4,,,,
5555,6.4,6.4,,,,,,,,
5556,6.4,6.4,6.4,6.4,,,,,,
5557,6.4,6.4,6.4,6.4,,,,6.4,,
5558,6.4,,,,,6.4,,6.4,6.4,
5559,6.4,6.4,6.4,,6.4,6.4,6.4,,,
5560,6.4,6.4,6.4,,,6.4,,,,
5561,6.4,,,6.4,6.4,,,,,
5562,6.4,6.4,,6.4,6.4,,,,6.4,
5563,0.0,0.0,,0.0,0.0,,,,0.0,
5564,0.0,0.0,0.0,0.0,,,,,,
5565,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
5566,0.0,0.0,0.0,,0.0,0.0,,,,
5567,0.0,,,0.0,,0.0,0.0,,0.0,
5568,0.0,0.0,,,0.0,0.0,0.0,,0.0,
5569,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,
5570,0.0,0.0,0.0,0.0,,0.0,0.0,,,
5571,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0
5572,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
5573,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
5574,0.0,0.0,0.0,0.0,,0.0,0.0,,,0.0
5575,0.0,0.0,0.0,0.0,,,,,,
5576,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
5577,0.0,0.0,0.0,,0.0,0.0,,0.0,,
5578,0.0,0.0,0.0,0.0,0.0,,0.0,,,
5579,0.0,0.0,,0.0,0.0,0.0,,,,
5580,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
5581,0.0,0.0,,0.0,,0.0,,,0.0,
5582,0.0,0.0,,,,0.0,,,0.0,
5583,0.0,0.0,0.0,0.0,,0.0,,,,
5584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0
5585,0.0,0.0,,,0.0,0.0,,,0.0,
5586,0.2,0.2,0.2,,0.2,0.2,0.2,,0.2,
5587,0.2,0.2,,0.2,0.2,0.2,,,,
5588,0.2,0.2,0.2,0.2,0.2,0.2,,,,
5589,0.2,,,0.2,0.2,0.2,0.2,0.2,,
5590,0.2,0.2,0.2,0.2,0.2,,,,,
5591,0.2,0.2,0.2,0.2,,,0.2,,,
5592,0.2,0.2,,,0.2,,0.2,,,
5593,0.2,0.2,0.2,,,0.2,0.2,,,
5594,0.2,0.2,0.2,0.2,0.2,0.2,,0.2,0.2,
5595,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,
5596,0.2,,,,,0.2,,,,0.2
5597,0.2,0.2,0.2,,0.2,,,0.2,,
5598,0.2,0.2,0.2,0.2,0.2,,,,,
5599,0.2,,,0.2,0.2,0.2,0.2,0.2,0.2,
5600,0.2,0.2,0.2,0.2,0.2,,0.2,0.2,,
5601,0.2,0.2,0.2,0.2,,,,,,0.2
5602,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,
5603,0.2,0.2,0.2,,,0.2,0.2,,,
5604,0.2,0.2,0.2,,0.2,,0.2,0.2,0.2,
5605,0.2,0.2,0.2,0.2,0.2,0.2,,,,
5606,0.2,0.2,0.2,0.2,0.2,0.2,,0.2,,
5607,0.2,0.2,0.2,0.2,0.2,,,,,
5608,0.2,0.2,0.2,,0.2,0.2,0.2,,,
5609,0.2,0.2,,,,,0.2,,,
5610,0.2,,,,0.2,0.2,0.2,,,
5611,0.2,0.2,,0.2,0.2,,0.2,,0.2,
5612,0.2,0.2,0.2,0.2,0.2,,0.2,,,
5613,0.2,0.2,0.2,0.2,,0.2,0.2,,,
5614,0.2,0.2,0.2,0.2,0.2,,0.2,,,
5615,0.2,0.2,0.2,,,0.2,0.2,,,
5616,0.2,0.2,0.2,,,,,,,
5617,0.2,0.2,0.2,0.2,0.2,,,,,
5618,0.2,0.2,0.2,,0.2,0.2,,0.2,,0.2
5619,0.2,0.2,0.2,,0.2,0.2,,,,
5620,0.2,0.2,0.2,0.2,,0.2,0.2,,,0.2
5621,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,
5622,0.2,0.2,0.2,,0.2,0.2,,0.2,,
5623,0.2,0.2,0.2,0.2,,,0.2,0.2,,0.2
5624,0.2,0.2,0.2,0.2,,,,,,0.2
5625,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,
5626,0.2,0.2,0.2,,0.2,,,,,
5627,0.2,,,,0.2,,0.2,,,
5628,0.2,0.2,0.2,,0.2,,,0.2,0.2,
5629,0.2,0.2,0.2,0.2,,0.2,,,,
5630,0.2,,,,,,,0.2,0.2,
5631,0.2,0.2,,0.2,,,0.2,,,
5632,0.2,0.2,0.2,,,,,,,0.2
5633,0.2,0.2,0.2,,0.2,,0.2,0.2,0.2,
5634,0.2,,,0.2,,,,,,
5635,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,,0.2
5636,0.2,0.2,0.2,,,,,0.2,,
5637,0.2,,,0.2,0.2,,0.2,0.2,,
5638,0.2,0.2,0.2,,,,,,0.2,
5639,0.2,0.2,0.2,0.2,0.2,,,0.2,0.2,
5640,0.2,0.2,0.2,0.2,,,0.2,,0.2,
5641,0.2,0.2,0.2,0.2,0.2,,,,,0.2
5642,0.2,0.2,0.2,0.2,0.2,,,0.2,,
5643,0.2,0.2,0.2,0.2,0.2,,,0.2,,
5644,0.2,0.2,0.2,0.2,0.2,,,,,0.2
5645,0.2,0.2,0.2,0.2,0.2,,,,,
5646,0.2,,,0.2,0.2,0.2,,,0.2,
5647,0.2,0.2,0.2,,,0.2,,,,
5648,0.2,0.2,0.2,0.2,0.2,,,,,
5649,0.2,0.2,0.2,0.2,,0.2,,0.2,,
5650,0.2,0.2,0.2,0.2,0.2,0.2,,,,
5651,0.2,,,0.2,0.2,0.2,,,0.2,0.2
5652,0.2,0.2,0.2,0.2,0.2,0.2,,0.2,,
5653,0.2,0.2,0.2,,0.2,,,,,
5654,0.2,0.2,0.2,0.2,0.2,,0.2,,,
5655,0.2,0.2,0.2,0.2,0.2,,,,,
5656,0.2,0.2,0.2,,0.2,,,0.2,,
5657,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,
5658,0.2,0.2,0.2,0.2,,,,0.2,,0.2
5659,0.2,0.2,0.2,0.2,,0.2,,0.2,0.2,
5660,0.2,0.2,0.2,0.2,,0.2,0.2,0.2,,
5661,0.2,0.2,0.2,,0.2,0.2,,,,
5662,0.2,0.2,0.2,0.2,0.2,0.2,,,,
5663,0.2,,,,0.2,0.2,0.2,0.2,0.2,
5664,0.2,0.2,,0.2,0.2,0.2,0.2,,,
5665,0.2,0.2,0.2,,,0.2,,0.2,,
5666,0.2,0.2,0.2,0.2,0.2,0.2,,,0.2,
5667,0.2,0.2,,0.2,0.2,,0.2,,0.2,
5668,0.2,0.2,,,0.2,,,0.2,0.2,
5669,0.2,0.2,0.2,0.2,0.2,,,0.2,,
5670,0.2,0.2,0.2,0.2,0.2,,0.2,0.2,,
5671,0.2,0.2,0.2,0.2,0.2,,,0.2,0.2,
5672,0.2,0.2,0.2,0.2,,,0.2,0.2,,
5673,0.2,0.2,0.2,,,,0.2,0.2,,
5674,0.2,0.2,0.2,,0.2,,0.2,,,
5675,0.2,0.2,0.2,0.2,,,0.2,,0.2,
5676,0.2,0.2,0.2,0.2,,,,0.2,,
5677,0.2,0.2,0.2,0.2,,0.2,0.2,0.2,,
5678,0.2,0.2,0.2,,,,,,,
5679,0.2,0.2,0.2,0.2,0.2,,0.2,,0.2,
5680,0.2,0.2,,,,,,,0.2,
5681,0.2,0.2,0.2,0.2,,,0.2,,0.2,
5682,0.2,0.2,0.2,,0.2,,,0.2,,0.2
5683,0.2,0.2,0.2,,0.2,0.2,,,0.2,
5684,0.2,0.2,0.2,0.2,,,,0.2,,
5685,0.2,0.2,0.2,0.2,0.2,,0.2,,,
5686,0.2,0.2,0.2,0.2,,0.2,0.2,,,
5687,0.2,0.2,,0.2,,0.2,0.2,,,
5688,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,0.2,
5689,0.2,0.2,0.2,0.2,0.2,,,,0.2,
5690,0.2,0.2,0.2,0.2,,0.2,,,,
5691,0.2,0.2,0.2,0.2,0.2,,0.2,0.2,,
5692,0.2,0.2,,,,0.2,,,,
5693,0.2,0.2,0.2,0.2,0.2,,0.2,,,
5694,0.2,0.2,0.2,0.2,0.2,,0.2,,0.2,
5695,0.2,0.2,0.2,0.2,0.2,,0.2,0.2,,
5696,0.2,0.2,,0.2,0.2,0.2,,,0.2,
5697,0.2,0.2,0.2,0.2,,,0.2,,,
5698,0.2,0.2,0.2,0.2,,,0.2,,0.2,0.2
5699,0.2,0.2,0.2,0.2,0.2,,,,,
5700,0.2,0.2,0.2,0.2,0.2,,,,,
5701,0.2,0.2,0.2,0.2,,0.2,,0.2,,
5702,0.2,0.2,0.2,0.2,0.2,0.2,,,,
5703,0.2,0.2,0.2,0.2,0.2,0.2,,,0.2,
5704,0.2,0.2,0.2,0.2,0.2,,,,,
5705,0.2,,,,,,,,,
5706,0.2,0.2,0.2,0.2,0.2,,,,,
5707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,
5708,0.0,,,0.0,,,,0.0,,
5709,0.0,0.0,0.0,,,0.0,0.0,0.0,,
5710,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,
5711,0.0,0.0,0.0,,0.0,0.0,,,,
5712,0.0,0.0,0.0,0.0,,0.0,0.0,,,
5713,0.0,0.0,0.0,0.0,,0.0,,,,
5714,0.0,0.0,0.0,0.0,,0.0,,,,
5715,0.0,0.0,0.0,,0.0,,0.0,0.0,,
5716,0.0,0.0,0.0,0.0,,,,0.0,,0.0
5717,0.0,0.0,0.0,,,0.0,,,,
5718,0.0,0.0,0.0,0.0,0.0,,0.0,,,
5719,0.0,0.0,,0.0,,,,0.0,,
5720,0.0,0.0,0.0,0.0,0.0,,,,0.0,
5721,0.0,0.0,0.0,0.0,,0.0,0.0,,,
5722,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,
5723,0.0,0.0,0.0,0.0,0.0,,,,,
5724,0.0,0.0,0.0,0.0,,,0.0,,,
5725,0.0,0.0,0.0,0.0,,,,,,
5726,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0
5727,0.0,0.0,0.0,0.0,,0.0,,,,
5728,0.0,0.0,0.0,0.0,0.0,,,,,
5729,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0
5730,0.0,0.0,,0.0,0.0,,,0.0,,
5731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
5732,0.0,0.0,0.0,0.0,0.0,,0.0,,,
5733,0.0,0.0,0.0,0.0,0.0,,,,,
5734,0.0,0.0,0.0,0.0,0.0,,,,,
5735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
5736,0.0,,,0.0,0.0,,,,,0.0
5737,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
5738,0.0,0.0,0.0,,0.0,,,,,
5739,0.0,0.0,0.0,,,0.0,,,,
5740,0.0,0.0,0.0,0.0,0.0,,,0.0,,
5741,0.0,0.0,,,0.0,0.0,0.0,,,
5742,0.4,0.4,0.4,,0.4,0.4,,,,
5743,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,,
5744,0.4,0.4,0.4,,0.4,0.4,,,,
5745,0.4,0.4,,0.4,,0.4,,,,
5746,0.4,0.4,0.4,0.4,0.4,,0.4,0.4,,
5747,0.4,0.4,0.4,,,,,,,
5748,0.4,0.4,0.4,,0.4,,,0.4,,
5749,0.4,0.4,0.4,0.4,,,,,,
5750,0.4,0.4,0.4,0.4,0.4,0.4,,,,
5751,0.4,0.4,0.4,0.4,0.4,0.4,,0.4,,
5752,0.4,0.4,0.4,0.4,0.4,,,0.4,,
5753,0.4,0.4,0.4,,,,0.4,,,
5754,0.4,0.4,0.4,,0.4,0.4,0.4,,0.4,
5755,0.4,0.4,,,0.4,,0.4,,0.4,
5756,0.4,0.4,0.4,0.4,0.4,,,,,
5757,0.4,0.4,0.4,0.4,0.4,0.4,,0.4,0.4,
5758,0.4,0.4,0.4,0.4,0.4,,,,,
5759,0.4,0.4,0.4,,0.4,0.4,0.4,,,
5760,0.4,0.4,0.4,,,,,0.4,0.4,
5761,0.4,0.4,0.4,0.4,0.4,,0.4,,,
5762,0.4,0.4,,0.4,0.4,0.4,,,0.4,
5763,0.4,0.4,0.4,,,,0.4,0.4,,
5764,0.4,0.4,0.4,0.4,,0.4,,0.4,,
5765,0.4,0.4,0.4,,,,0.4,,,
5766,0.4,0.4,0.4,0.4,0.4,0.4,,0.4,,
5767,0.4,0.4,0.4,0.4,0.4,,,0.4,,0.4
5768,0.4,0.4,0.4,,0.4,,0.4,0.4,,0.4
5769,0.4,0.4,0.4,0.4,0.4,,0.4,,,
5770,0.4,0.4,,0.4,0.4,,0.4,,,
5771,0.4,0.4,0.4,,0.4,0.4,0.4,0.4,,
5772,0.4,0.4,0.4,,,0.4,,0.4,,
5773,0.4,0.4,0.4,,0.4,,0.4,,,
5774,0.4,0.4,0.4,0.4,,,0.4,,0.4,
5775,0.4,0.4,0.4,,,0.4,,,,
5776,0.4,0.4,0.4,0.4,,,,,,
5777,0.4,0.4,0.4,0.4,0.4,,0.4,0.4,0.4,
5778,0.4,0.4,0.4,0.4,,0.4,,0.4,,
5779,0.4,0.4,0.4,0.4,,0.4,0.4,0.4,,
5780,0.4,0.4,0.4,0.4,0.4,,,,,
5781,0.4,0.4,0.4,0.4,,0.4,,0.4,,
5782,0.4,0.4,0.4,,0.4,,0.4,,,0.4
5783,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,
5784,0.4,,,0.4,,,,,,
5785,0.4,0.4,,,0.4,0.4,,,0.4,
5786,0.4,0.4,0.4,0.4,0.4,,0.4,0.4,,
5787,0.4,0.4,0.4,,0.4,0.4,,0.4,,
5788,0.4,0.4,0.4,0.4,0.4,,,0.4,0.4,
5789,0.4,0.4,0.4,0.4,0.4,,,,0.4,
5790,0.4,0.4,0.4,,0.4,,,,0.4,
5791,0.4,0.4,0.4,0.4,,0.4,0.4,0.4,,
5792,0.4,0.4,0.4,0.4,,0.4,,,0.4,
5793,0.4,0.4,0.4,0.4,0.4,0.4,,0.4,,
5794,0.4,0.4,0.4,,0.4,,,,,
5795,0.4,0.4,0.4,0.4,,0.4,,,0.4,
5796,0.4,0.4,0.4,0.4,0.4,,0.4,,,
5797,0.4,0.4,0.4,0.4,0.4,,0.4,,,
5798,0.4,0.4,0.4,0.4,0.4,0.4,,0.4,,
5799,0.4,,,0.4,,0.4,,0.4,0.4,
5800,0.4,0.4,0.4,,0.4,0.4,,0.4,0.4,0.4
5801,0.4,0.4,0.4,0.4,0.4,,0.4,,,
5802,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,,
5803,0.4,0.4,0.4,,0.4,,,,,
5804,0.4,0.4,0.4,,0.4,0.4,,,,0.4
5805,0.4,,,0.4,,,,0.4,,
5806,0.4,0.4,0.4,,,0.4,,0.4,,
5807,0.4,0.4,0.4,,0.4,0.4,,,,0.4
5808,0.4,0.4,0.4,0.4,0.4,,0.4,0.4,,
5809,0.4,0.4,0.4,0.4,0.4,0.4,,,,
5810,0.4,0.4,0.4,0.4,0.4,0.4,,,,
5811,0.4,0.4,0.4,,,,,0.4,,
5812,0.4,,,0.4,,0.4,,,0.4,
5813,0.4,0.4,,0.4,,,0.4,,,
5814,0.4,0.4,0.4,,0.4,0.4,,,,
5815,0.4,0.4,0.4,0.4,0.4,0.4,,,,
5816,0.4,0.4,0.4,0.4,0.4,,,0.4,,
5817,0.4,0.4,0.4,,,0.4,,,,
5818,0.4,0.4,0.4,,0.4,,,,,
5819,0.4,0.4,0.4,0.4,0.4,0.4,,,,
5820,0.4,0.4,0.4,0.4,,,0.4,,,
5821,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,,
5822,0.4,0.4,0.4,0.4,,,,,,
5823,0.4,,,,0.4,,0.4,,,0.4
5824,0.4,0.4,0.4,0.4,0.4,,,,0.4,
5825,0.4,0.4,0.4,0.4,0.4,,,,,
5826,0.4,0.4,0.4,,0.4,,,,0.4,
5827,0.4,0.4,0.4,0.4,0.4,0.4,,,,
5828,0.4,0.4,0.4,0.4,0.4,,0.4,0.4,,
5829,0.4,,,0.4,,,,,,
5830,0.4,,,0.4,0.4,0.4,,,,
5831,0.4,0.4,0.4,0.4,0.4,,,0.4,0.4,
5832,0.4,0.4,0.4,,,,,,0.4,
5833,0.4,,,,0.4,,0.4,0.4,,
5834,0.4,0.4,0.4,,,,,,,0.4
5835,0.4,0.4,0.4,0.4,0.4,0.4,,,,
5836,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,,
5837,0.4,0.4,0.4,,0.4,0.4,,0.4,,
5838,0.4,0.4,0.4,0.4,0.4,,,,0.4,
5839,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,,
5840,0.4,0.4,0.4,,,,,,0.4,
5841,0.4,0.4,0.4,0.4,,,,,,
5842,0.4,0.4,0.4,,0.4,,,,0.4,
5843,0.4,0.4,0.4,,0.4,,0.4,,,0.4
5844,0.4,0.4,,0.4,,0.4,,,0.4,
5845,0.4,0.4,0.4,0.4,0.4,,,0.4,,
5846,0.4,0.4,0.4,0.4,0.4,,,,,
5847,0.4,0.4,0.4,,0.4,,,,,
5848,0.4,0.4,0.4,,0.4,0.4,0.4,0.4,,
5849,0.4,0.4,0.4,0.4,,0.4,0.4,,,
5850,0.4,0.4,0.4,0.4,0.4,,0.4,,0.4,
5851,0.0,0.0,,0.0,0.0,,0.0,,,
5852,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,
5853,0.0,0.0,0.0,0.0,0.0,,,,0.0,
5854,0.0,0.0,0.0,0.0,,0.0,,0.0,,
5855,0.0,0.0,0.0,0.0,,,0.0,,,
5856,0.0,0.0,0.0,0.0,0.0,,,,,
5857,0.0,0.0,,0.0,0.0,,0.0,,,
5858,0.0,,,0.0,0.0,0.0,,,,
5859,0.0,0.0,0.0,0.0,,0.0,,,,
5860,0.0,0.0,0.0,,,,,,0.0,
5861,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,
5862,0.0,0.0,0.0,0.0,0.0,,,,,
5863,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,
5864,0.0,0.0,0.0,0.0,,,,,,
5865,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,
5866,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0
5867,0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0
5868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
5869,0.0,0.0,,,0.0,0.0,,,,
5870,0.0,0.0,0.0,,0.0,0.0,0.0,,,
